Azure Active Directory と統合された複数の Web アプリケーションを管理している。組織ではプロジェクト構成やチームメンバーが頻繁に変更されるため、現在のプロジェクト割り当てに基づいて Web アプリケーションへのアクセスを自動的に管理したい。管理負担を最小限に抑えながら、アクセス制御を常に最新のプロジェクト状況と一致させる必要がある。この要件を満たす最適なソリューションはどれか。|Azure AD 特権 ID 管理 (PIM)|Azure AD エンタイトルメント管理|Azure AD Access レビュー|Azure AD ダイナミックグループ|||||D|Azure AD ダイナミックグループは、ユーザー属性（部署、役職、プロジェクトIDなど）に基づいたルールを定義することで、グループメンバーシップを自動的に更新できる機能である。ユーザー属性が変更されるとグループメンバーシップも自動更新されるため、プロジェクトメンバー変更に伴うアクセス権更新を自動化でき、管理負担を大幅に削減できる。Azure AD PIM は管理者などの特権ロールの一時的な昇格管理のための機能であり、通常ユーザーのアプリケーションアクセス管理には適さない。Azure AD エンタイトルメント管理はアクセスパッケージによるアクセス申請と承認の仕組みであり、頻繁に変化するプロジェクト構成にリアルタイムで追従する仕組みではない。Access レビューは既存アクセスの定期確認機能であり、自動的なアクセス割り当てには使用されない。したがって正解は Azure AD ダイナミックグループである。|AZ-104 / Azure AD アクセス管理|Azure::ActiveDirectory Azure::DynamicGroups Azure::RBAC Security::IdentityAccess
オンプレミスのファイルサーバーに、めったにアクセスされない 500GB の企業ファイルがある。これらを Azure に移行する予定である。ソリューションは、リクエスト後 24 時間以内にファイルへアクセス可能であり、ストレージコストを最小化する必要がある。これらの要件を満たす Azure ストレージソリューションはどれか。(2つ選択)|アーカイブアクセス層を持つ汎用 v2 ストレージアカウント|クールアクセス層を持つ汎用 v2 ストレージアカウント|ホットアクセス層を持つ汎用 v2 ストレージアカウント|クールアクセス層を持つ Blob ストレージアカウント|||||B D|クールアクセス層は、めったにアクセスされないデータ向けに設計されたストレージ階層であり、ホット層よりも低コストで保存できる。データはオンライン状態のまま保持されるため、通常は数分から数時間以内に取得可能であり、「24時間以内にアクセス可能」という要件を満たす。したがって、クールアクセス層を使用する汎用 v2 ストレージアカウントと Blob ストレージアカウントの両方が適している。一方、アーカイブ層は取得前に再水和（rehydration）が必要で、最大で数時間から最大 15 時間以上かかる場合があり、すぐにアクセスできるオンライン層ではないため運用に適さない。ホット層は即時アクセスが可能だがストレージコストが高く、「コストを最小化する」という要件に適さない。したがって正解はクール層を利用する B と D である。|AZ-104 / Azure Storage|Azure::Storage Azure::BlobStorage Azure::AccessTiers Cloud::StorageManagement
複数の部門を持つ組織の Azure 環境を設計している。各部門は独自のリソース要件、コンプライアンス要件、およびアクセス管理を持つ複数のサブスクリプションを使用している。中央からガバナンスを管理しつつ、権限を各部門に委任し、ポリシーを大規模に適用できる仕組みが必要である。この要件を最も効果的に満たすソリューションはどれか。|Azure 管理グループ|Azure ポリシーの割り当て|Azure リソース ロック|Azure ブループリント|||||A|Azure 管理グループは、複数の Azure サブスクリプションを階層構造で整理し、ポリシーや RBAC を上位レベルから適用できるガバナンス機能である。管理グループに適用された Azure Policy やアクセス権限は、その配下にあるすべてのサブスクリプションに継承されるため、組織全体のガバナンスを一元的に管理できる。また、RBAC を利用して部門ごとに権限を委任することも可能であり、中央管理と部門ごとの運用の両立が実現できる。Azure Policy の割り当てはガバナンスルールの適用には使用できるが、サブスクリプションを整理する階層構造を提供しない。リソースロックはリソースの削除や変更を防ぐ機能であり、組織レベルのガバナンスには適さない。Azure Blueprints は環境の標準化や初期構成の展開に使用されるが、継続的な階層管理の仕組みではない。したがって正解は Azure 管理グループである。|AZ-104 / Azure ガバナンス|Azure::ManagementGroups Azure::Policy Azure::RBAC Cloud::Governance
複数の Azure リージョンに分散した Web アプリケーションを運用しており、世界中のユーザーに高可用性と低遅延を提供する必要がある。アクセスソリューションは次の要件を満たす必要がある。①過剰または悪意のあるトラフィックを防ぐレート制限、②複数インスタンスへの負荷分散、③リージョン障害時のシームレスなフェイルオーバー。この要件を満たす最適な Azure サービスはどれか。|優先ルーティングと Azure CDN を使用した Azure Traffic Manager|Web アプリケーションファイアウォール (WAF) ポリシー付き Azure Front Door|Azure Load Balancer と Azure 仮想ネットワーク|グローバル VNet ピアリング付き Azure Application Gateway|||||B|Azure Front Door はグローバルレベルのアプリケーション配信サービスであり、複数リージョンに配置されたバックエンドに対してレイヤー7のグローバルロードバランシングを提供する。最寄りのエッジロケーションからトラフィックをルーティングすることで低遅延を実現し、バックエンドのヘルスチェックに基づいて自動フェイルオーバーを行うため、リージョン障害時でもサービス継続が可能である。さらに Web Application Firewall (WAF) を統合することでレート制限ルールを設定でき、悪意あるトラフィックや過剰なリクエストからアプリケーションを保護できる。Azure Traffic Manager は DNS ベースの負荷分散であり、アプリケーションレベルのレート制限や WAF 機能を提供しない。Azure Load Balancer はリージョン内のレイヤー4ロードバランサーであり、グローバル配信には適さない。Application Gateway はリージョン単位のサービスであり、グローバルな負荷分散とフェイルオーバーを提供しない。したがって最適な選択は Azure Front Door と WAF の組み合わせである。|AZ-104 / Azure ネットワーク設計|Azure::FrontDoor Azure::WAF Azure::LoadBalancing Azure::Networking Cloud::HighAvailability
Azure 上で Microsoft SQL Server の高性能ワークロードを実行するソリューションを設計している。最小限の I/O 遅延、高可用性、災害復旧、自動スケーリングをサポートしつつ、Azure のマネージド機能を活用して管理性を高めたい。この要件を満たすために推奨される仮想マシンシリーズとディスクタイプの組み合わせはどれか。|D シリーズ|E シリーズ + プレミアム SSD|M シリーズ + ウルトラディスク|F シリーズ|||||C|M シリーズの仮想マシンは、大規模なメモリを必要とするエンタープライズデータベースや SAP、SQL Server などの高性能ワークロード向けに設計されており、大容量メモリと高いパフォーマンスを提供する。さらに Ultra Disk は Azure で最も高性能なマネージドディスクであり、非常に高い IOPS とスループット、サブミリ秒レベルの低遅延を実現できる。IOPS やスループットを動的に調整できるため、ワークロードの変化に応じてパフォーマンスを最適化できる点も重要である。D シリーズは汎用用途、E シリーズはメモリ最適化だが Ultra Disk と組み合わせた高性能 SQL ワークロードには最適とは言えない。F シリーズは CPU 最適化であり、データベースの I/O 集中型ワークロードには適さない。したがって最適な組み合わせは M シリーズ VM と Ultra Disk である。|AZ-104 / Azure 仮想マシンとストレージ|Azure::VirtualMachines Azure::MSeries Azure::UltraDisk Azure::SQLServer Cloud::PerformanceOptimization
グローバルな e コマースアプリケーションを Azure 上で開発している。世界中のユーザーが製品カタログデータへ高速にアクセスできる必要があり、多数のトランザクションを処理しながら ACID トランザクションをサポートし、データ整合性を維持する必要がある。また、変動するワークロードへの自動スケーリングと柔軟なクエリ機能も必要である。この要件を満たす Azure Cosmos DB API はどれか。|Gremlin API|Table API|SQL API|Cassandra API|||||C|Azure Cosmos DB の SQL API (Core API) はドキュメントデータモデルを使用し、SQL に似たクエリ言語で柔軟なデータ検索を実行できる。Cosmos DB はグローバル分散、低遅延アクセス、自動スケーリングを提供し、e コマースのようなトランザクション量が多いアプリケーションに適している。また、単一パーティション内では ACID トランザクションをサポートし、データ整合性を維持できる。Gremlin API はグラフデータ向け、Table API は単純なキー値データ向け、Cassandra API は Cassandra ワークロード互換の分散データベース用途であり、柔軟なクエリやドキュメントベースのカタログ管理には SQL API が最も適している。|AZ-204 / Azure Cosmos DB|Azure::CosmosDB Azure::CosmosDBSQLAPI Database::NoSQL Cloud::Scalability
Azure に仮想マシンをデプロイしてミッションクリティカルなアプリケーションを実行する予定である。VM にはカスタムストレージ構成や強化されたセキュリティ設定が必要であり、すべての VM が組織のセキュリティ標準に準拠していることを保証する必要がある。この要件を満たす最適なアプローチはどれか。|Azure Policy を使用してコンプライアンスルールを定義する|Azure DevOps を使用して VM の作成を自動化する|VM 展開後にセキュリティ設定を手動で構成する|Azure Resource Manager テンプレートを使用して仮想マシンをデプロイする|||||A|Azure Policy は Azure リソースが組織のガバナンスおよびセキュリティ基準に準拠しているかを評価・強制するサービスである。ポリシーを定義することで、特定の VM サイズ、ディスクタイプ、暗号化設定などの構成ルールを強制でき、非準拠のリソース作成を拒否したり、自動修復を実行することも可能である。これにより、すべての VM が組織のセキュリティ標準に従うことを継続的に保証できる。Azure DevOps はデプロイ自動化には有効だがコンプライアンスを強制する仕組みではない。手動設定はミスが発生しやすくスケーラブルではない。ARM テンプレートは標準化されたデプロイを実現できるが、継続的なコンプライアンス管理は提供しない。そのため最適な方法は Azure Policy を使用することである。|AZ-104 / Azure ガバナンス|Azure::Policy Azure::Governance Azure::VirtualMachines Security::Compliance
Azure 環境で接続文字列や API キーなどの機密構成データを管理している。これらのデータは安全に保存され、特定のアプリケーションのみがプログラムから取得できる必要がある。また、ユーザー認証情報に依存せず、手動操作を必要としない自動的で安全なアクセス方法を実装する必要がある。この要件を満たす最適なアプローチはどれか。|アプリケーションのマネージド ID に対するアクセスポリシーを設定した Azure Key Vault を使用する|RBAC をユーザーアカウントに適用した Azure App Configuration に設定データを保存する|共有アクセス署名 (SAS) を使用して Azure Storage からデータにアクセスする|Azure Policy を使用して機密データを含むストレージアカウントに暗号化を適用する|||||A|Azure Key Vault は API キー、接続文字列、証明書などの機密データを安全に保存・管理するための専用サービスである。Azure のマネージド ID を利用すると、アプリケーションは資格情報をコードに保存することなく Azure AD を通じて認証される。Key Vault にアクセスポリシーまたは RBAC を設定することで、特定のアプリケーションのマネージド ID のみがシークレットを取得できるように制御できる。これによりユーザー資格情報を使用せずにプログラムから安全にデータを取得でき、運用の自動化とセキュリティを両立できる。Azure App Configuration は一般的な設定管理向けであり機密情報の保護用途には Key Vault が推奨される。SAS はストレージアクセス用でシークレット管理には適さない。Azure Policy はガバナンス機能であり、機密データの安全な取得を提供する仕組みではない。したがって最適解は Azure Key Vault とマネージド ID の組み合わせである。|AZ-104 / Azure セキュリティ|Azure::KeyVault Azure::ManagedIdentity Azure::Security Security::SecretsManagement
Azure 上で 100MB ～ 10GB の大容量ビデオファイルを保存・配信するスケーラブルなアプリケーションを設計している。アプリケーションは高可用性を維持しながら、動画ストリーミングに最適な読み取りパフォーマンスを提供し、ストレージコストを最小化する必要がある。この要件を最も効果的に満たすストレージオプションと戦略の組み合わせはどれか。|ホットアクセス層の Azure Blob Storage を使用し、キャッシュのために Azure CDN を有効化する|プレミアムパフォーマンス層の Azure Files を使用し、Geo-redundant Storage (GRS) を構成する|階層型名前空間を持つ Azure Data Lake Storage Gen2 を使用し、Azure Front Door を構成する|Azure SQL Database にファイルストレージを保存し、読み取りレプリカを使用する|||||A|Azure Blob Storage は大規模な非構造化データ（動画・画像・ログなど）を保存するために設計されたストレージサービスであり、ペタバイト規模までスケール可能である。動画ストリーミングのように頻繁にアクセスされるデータにはホットアクセス層が適しており、低遅延で高い読み取りスループットを提供する。さらに Azure CDN を使用すると、世界中のエッジロケーションにコンテンツをキャッシュできるため、ユーザーに近い場所から動画を配信でき、遅延を大幅に削減し高可用性を実現できる。また CDN によりオリジンストレージへの直接アクセスが減るため、帯域コストの最適化にもつながる。Azure Files はファイル共有用途であり大規模動画配信には最適ではない。Data Lake Storage Gen2 は主にビッグデータ分析向けである。Azure SQL Database は大容量メディアファイルの保存には適さない。そのため最適な構成は Azure Blob Storage（Hot tier）＋ CDN である。|AZ-104 / Azure ストレージ設計|Azure::BlobStorage Azure::CDN Azure::StorageTiers Cloud::ScalableArchitecture
Azure Kubernetes Service (AKS) 上でマイクロサービスアーキテクチャを実行している。これらのマイクロサービスを利用するアプリケーションは、同じ仮想ネットワーク内の Azure 仮想マシン上で実行されている。ソリューションは次の要件を満たす必要がある。①マイクロサービスへのアクセスを単一のプライベート IP アドレスに制限する、②相互 TLS (mTLS) 認証を使用する、③受信リクエストのレート制限を実装する。この要件を満たすために推奨されるサービスはどれか。|Azure Application Gateway (WAF 付き)|仮想ネットワーク接続を持つ Azure API Management Premium レベル|Azure Front Door と Azure Web Application Firewall (WAF)|サービスエンドポイント付き Azure API Management Standard レベル|||||B|Azure API Management Premium レベルは仮想ネットワーク (VNet) 統合をサポートしており、API をプライベートネットワーク内で公開できるため、単一のプライベート IP アドレスからのアクセス制御を実現できる。また API Management にはポリシーベースのレート制限機能があり、特定期間内のリクエスト数を制限できる。さらにクライアント証明書を使用した相互 TLS (mTLS) 認証をサポートしており、クライアントとサーバーの双方を認証することでセキュアな通信を実現できる。Application Gateway はレイヤー7ロードバランサーであり API 管理や高度なレート制御には適さない。Azure Front Door はインターネット向けのグローバルサービスでありプライベート VNet 要件を満たさない。API Management Standard は VNet 統合をサポートしないため要件を満たさない。したがって最適な選択は Azure API Management Premium である。|AZ-204 / Azure マイクロサービス|Azure::AKS Azure::APIManagement Azure::mTLS Azure::Networking Cloud::Microservices
Azure でバックアップやメディアファイルなどの大規模データセットを保存するストレージソリューションを設計している。ソリューションは、地域的な障害が発生した場合でもデータへのアクセスを維持し、高可用性と高耐久性を提供する必要がある。また、事業継続のために復旧時間を最小限に抑える必要がある。これらの要件を満たすために導入すべき構成はどれか。|読み取りアクセス付き Geo-Zone-Redundant Storage (GZRS) を構成する|リージョン単位の災害復旧のために Azure Site Recovery を実装する|ホットアクセス層の Azure Blob Storage を使用し、クロスリージョンレプリケーションを有効にする|Geo 冗長性とライフサイクル管理ポリシーを使用して Azure Archive Storage を構成する|||||A|Geo-Zone-Redundant Storage (GZRS) は、同一リージョン内の複数の可用性ゾーンにデータを同期レプリケーションし、さらに別リージョンへ非同期レプリケーションを行うことで高可用性と高耐久性を実現するストレージ冗長構成である。読み取りアクセス (RA-GZRS) を有効にすると、セカンダリリージョンからも読み取りアクセスが可能になるため、リージョン障害時でもデータにアクセスでき、復旧時間を最小化できる。Azure Site Recovery は仮想マシンやアプリケーションのディザスタリカバリー用途であり、ストレージ冗長性のソリューションではない。単純な Blob Storage とクロスリージョンレプリケーションでは即時読み取りアクセスが保証されない。Archive Storage は長期保管向けであり、迅速なアクセスや復旧には適さない。したがって最適な構成は読み取りアクセス付き GZRS である。|AZ-104 / Azure ストレージ可用性|Azure::Storage Azure::GZRS Azure::DisasterRecovery Cloud::HighAvailability
5 万台の IoT デバイスから温度データをリアルタイムで Azure に送信するソリューションを設計している。データは毎秒書き込まれ、リアルタイムで可視化する必要がある。データを保存し、効率的にクエリするために推奨される Azure サービスはどれか。(2つ選択)|Azure Table Storage|Azure Cosmos DB SQL API|Azure Time Series Insights|Azure Data Lake Storage Gen2|||||B C|Azure Cosmos DB SQL API は大規模なリアルタイムデータ取り込みに対応できる分散 NoSQL データベースであり、高スループットの書き込みと低遅延のクエリをサポートする。IoT デバイスから毎秒送信される大量のデータをスケーラブルに保存できる。Azure Time Series Insights は IoT やセンサーなどの時系列データを分析・可視化するために設計されたサービスであり、リアルタイムのデータ探索、トレンド分析、ダッシュボード作成を容易にする。Azure Table Storage は単純なキー値データ向けで高度なリアルタイム分析に適さない。Azure Data Lake Storage Gen2 は大規模データ分析やバッチ処理向けであり、リアルタイム可視化用途には最適ではない。したがって最適な組み合わせは Cosmos DB SQL API と Time Series Insights である。|AZ-204 / Azure IoT データ処理|Azure::CosmosDB Azure::TimeSeriesInsights Azure::IoT Cloud::RealTimeAnalytics
